cname,ccodealp,ccode,year,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wbgi_rqe,wbgi_vae,vdem_corr,ti_cpi,icrg_qog,fh_status,fh_pr,fh_cl,p_polity2,vdem_polyarchy,wdi_trade,wdi_taxrev,pwt_pop,mad_gdppc,wdi_lifexp,wdi_pop,wdi_fertility,wdi_expedu,wdi_gini,wdi_empagr,wdi_internet,wdi_mobile,wdi_co2,wdi_forest,wdi_migration,vdem_libdem,vdem_partip,vdem_delibdem,vdem_egal,br_pvote,ucdp_type4
Iran (Islamic Republic of),IRN,364.0,2020,-1.1111307,-1.0175947,-1.6992064,-0.8868262,-1.4858083,-1.4759631,0.784,25.0,0.4699074074074074,3.0,6.0,6.0,,0.165,43.81016468709775,,,17296.263711327592,74.832,87290193.0,1.708,3.20495009422302,35.8,16.7277472123723,75.5699,146.2076628,7.524306882904932,6.626730354391371,-156669.0,0.115,0.093,0.121,0.516,0.0,4.0
Iraq,IRQ,368.0,2020,-1.3337708,-1.3033918,-2.4747696,-1.7998643,-1.3395604,-1.0075495,0.86,21.0,0.3032407407407407,3.0,5.0,6.0,,0.374,57.74231616853554,,,11717.375296314593,69.123,42556984.0,3.551,,,8.70463913168945,53.6778,88.05916556,3.984866502757809,1.9003611837983263,71539.0,0.21,0.502,0.278,0.411,1.0,1.0
Ireland,IRL,372.0,2020,1.5351281,1.4352438,0.9655216,1.4563007,1.4674472,1.3893604,0.032,72.0,0.9166666666666666,1.0,1.0,1.0,,0.893,247.0597187608821,16.200096475506886,,55134.85649890633,82.55609756097562,4985382.0,1.63,3.25081992149353,29.2,4.47967563921976,91.9999,105.8205231,6.859795297531865,11.351720133546232,15320.0,0.826,0.656,0.794,0.872,1.0,2.0
Israel,ISR,376.0,2020,0.5366113,1.0519632,-0.8878185,0.93562603,1.2344215,0.65166265,0.131,60.0,0.7847222222222223,1.0,2.0,3.0,,0.729,50.96080098457128,21.90531185677268,,32730.94254137353,82.64878048780488,9215100.0,2.9,6.47881984710693,37.8,0.914951008053905,90.1273,140.1086384,6.532528133172727,6.469500924214418,16569.0,0.645,0.573,0.59,0.804,1.0,0.0
Italy,ITA,380.0,2020,0.50953573,0.36075458,0.3993454,0.20668267,0.4877408,1.0546131,0.176,53.0,0.5972222222222222,1.0,1.0,1.0,,0.857,55.2657057698714,24.75958016416413,,32385.32709510664,82.19512195121952,59438851.0,1.24,4.44135999679565,35.2,3.98195642622326,70.4834,130.3870472,4.965190191849435,32.34893496146653,28021.0,0.774,0.76,0.78,0.897,1.0,2.0
Côte d'Ivoire,CIV,384.0,2020,-0.55172676,-0.5391485,-1.0332197,-0.6569086,-0.38134775,-0.53029907,0.601,36.0,0.25,2.0,5.0,4.0,,0.51,41.94263181905262,11.786688234900677,,3682.135289488492,59.032,26811790.0,4.472,3.78674006462097,,46.240540074347,36.0166,149.543339,0.4937342862971849,8.920471698113207,-12301.0,0.27,0.628,0.428,0.482,0.0,4.0
Jamaica,JAM,388.0,2020,-0.045829266,0.5285456,0.2586822,-0.24139446,0.042481516,0.62415755,0.164,44.0,0.5208333333333334,1.0,2.0,2.0,,0.811,,25.70946569572908,,6880.488352713083,71.869,2820436.0,1.358,5.61749505996704,,15.936485979383,76.384,101.8728665,2.0919106124017706,55.11449676823638,0.0,0.702,0.614,0.674,0.786,0.0,
Japan,JPN,392.0,2020,1.4637144,1.5473006,1.0261452,1.4714805,1.347087,0.9829003,0.09,74.0,0.8333333333333334,1.0,1.0,1.0,,0.835,31.325793124298595,12.31570769024998,,36826.63896921391,84.56000000000002,126261000.0,1.33,3.30628991127014,,3.14789630686643,90.2195,155.7389638,8.418030904238046,68.40877914951989,87584.0,0.746,0.569,0.754,0.927,0.0,
Kazakhstan,KAZ,398.0,2020,-0.37814286,0.1056911,-0.25756684,-0.46708986,0.10614655,-1.1796404,0.835,38.0,0.638888888888889,3.0,7.0,5.0,,0.243,57.026442366093136,8.318809313828798,,25124.48654506269,71.37,18755666.0,3.13,4.44620370864868,28.7,13.4627577966953,85.9426,128.0024709,11.872518949740307,1.2796532948105346,-12432.0,0.118,0.17,0.129,0.577,1.0,
Jordan,JOR,400.0,2020,0.03905261,0.09496264,-0.26840183,0.18662451,0.2527262,-0.74790615,0.505,49.0,0.5277777777777778,3.0,6.0,5.0,,0.257,66.27717705894351,15.98110204467863,,8896.382551027444,75.184,10928721.0,2.873,,,3.30479600717421,78.4178,63.94061117,1.9530373224826585,1.09804716534901,18092.0,0.241,0.282,0.219,0.626,0.0,4.0
Kenya,KEN,404.0,2020,-0.8753476,-0.39947337,-1.00724,-0.5791127,-0.5171906,-0.34134954,0.613,31.0,0.513888888888889,2.0,4.0,4.0,,0.499,27.23634936589308,14.299822632071374,,3129.5852831151,62.675,51985780.0,3.397,5.04574871063232,36.2,33.6332248092507,27.5774,118.1263492,0.370058889180849,6.3448184980848295,-17106.0,0.4,0.644,0.437,0.581,0.0,4.0
Korea (the Democratic People's Republic of),PRK,408.0,2020,-1.7028829,-1.490295,-0.37867877,-1.6077957,-2.370466,-2.1550019,0.665,18.0,0.2777777777777777,3.0,7.0,7.0,,0.084,,,,1584.377085405004,73.274,25867467.0,1.818,,,45.473825975649,,23.19515861,2.051495803589892,50.07964454779504,-1589.0,0.015,0.15,0.013,0.306,0.0,
Korea (the Republic of),KOR,410.0,2020,0.6982683,1.3701868,0.6083379,1.147423,1.0249507,0.82282895,0.114,61.0,0.7430555555555557,1.0,2.0,2.0,,0.856,69.03404509095616,14.861257673633611,,38606.98332035484,83.42682926829269,51836239.0,0.837,4.8017201423645,32.7,5.37120714777046,96.5051,136.0094467,11.869506967895568,64.41598360655738,0.0,0.79,0.624,0.785,0.872,0.0,
Kuwait,KWT,414.0,2020,-0.09123779,-0.19523443,0.22523226,0.3100278,0.27375153,-0.67822903,0.468,42.0,0.5277777777777778,2.0,5.0,5.0,,0.325,,,,66365.99082465029,76.92,4360444.0,2.14,6.24513053894043,,2.00447832915157,99.1059,155.2673535,22.24821600736072,0.3507295173961841,-254177.0,0.291,0.177,0.298,0.624,0.0,
Kyrgyzstan,KGZ,417.0,2020,-1.1249584,-0.57632226,-0.45579258,-0.9622043,-0.45006117,-0.5767689,0.777,31.0,,3.0,7.0,5.0,,0.387,78.99227843047383,14.03632819323965,,4899.061185204598,71.80000000000001,6579900.0,3.1,6.61971664428711,29.0,25.1092303379632,72.0,132.4695239,1.3920424322558091,6.85808133472367,-14307.0,0.257,0.469,0.244,0.607,1.0,
Lao People's Democratic Republic (the),LAO,418.0,2020,-1.0831558,-0.73933655,0.6939487,-0.8828871,-0.84073436,-1.7927041,0.739,29.0,,3.0,7.0,6.0,,0.127,,9.401877473027156,,6824.144154116059,68.497,7319399.0,2.541,1.91597270965576,,66.3677276582826,54.0,63.34796067,2.648400503921155,71.90424610051993,-10303.0,0.084,0.382,0.064,0.457,0.0,
Lebanon,LBN,422.0,2020,-1.1795206,-1.2054276,-1.6211754,-0.90583855,-0.76881456,-0.5561333,0.774,25.0,0.4444444444444445,2.0,5.0,4.0,,0.438,50.1298042879627,8.901728325079784,,10182.636876101324,77.804,5662923.0,2.103,1.66996812820435,,3.65511327967499,87.8607,75.72450204,3.808651468508401,14.010752688172042,-115146.0,0.274,0.451,0.322,0.413,0.0,
Lesotho,LSO,426.0,2020,-0.14102164,-0.9786319,-0.25351295,-0.48789856,-0.6690141,-0.0017442012,0.481,41.0,,2.0,3.0,3.0,,0.635,140.7854283031255,36.000691855719715,,2297.3830274590377,54.693,2254100.0,3.049,6.99799251556396,,30.2210585674228,40.4172,69.32469722,0.3160906792067788,1.137022397891963,-1490.0,0.505,0.561,0.524,0.777,0.0,
Latvia,LVA,428.0,2020,0.6931096,0.83809274,0.46218175,0.92213637,1.1804043,0.86868566,0.102,57.0,0.6597222222222222,1.0,1.0,2.0,,0.826,120.19728881240056,21.85768630362452,,25453.065151316023,75.18536585365854,1900449.0,1.55,4.85059022903442,35.7,7.21976080786339,88.898,108.1340417,3.8159929574537386,54.80941668005785,-7381.0,0.745,0.691,0.686,0.848,1.0,2.0
Liberia,LBR,430.0,2020,-0.9043344,-1.4591234,-0.30911526,-1.0347946,-1.0389439,-0.07480083,0.862,28.0,0.2384259259259259,2.0,3.0,4.0,,0.64,,,,768.4054462244039,60.948,5087584.0,4.174,2.13601422309875,,40.2492596601608,27.4519,32.49086403,0.2817250781510438,79.08471760797342,-10119.0,0.428,0.469,0.514,0.568,0.0,2.0
Libya,LBY,434.0,2020,-1.5835482,-1.859381,-2.4623573,-1.882964,-2.2210052,-1.361994,0.809,17.0,0.4027777777777777,3.0,7.0,6.0,,0.266,36.19949564297513,,,11741.864485139677,72.472,6653942.0,2.507,,,9.62627067164773,87.5754,174.6934374,6.984446212485771,0.1233276879184332,-696.0,0.145,0.43,0.234,0.482,1.0,1.0
Liechtenstein,LIE,438.0,2020,1.9591908,1.7615763,1.6692182,1.7157025,1.6205517,1.2603918,,,,1.0,2.0,1.0,,,,,,,81.65853658536587,38756.0,1.46,,,,94.3499,126.1404686,,41.875,189.0,,,,,1.0,
Lithuania,LTU,440.0,2020,0.7785607,1.0149097,0.92147696,0.94848245,1.0801746,1.0041809,0.121,60.0,0.5972222222222222,1.0,1.0,2.0,,0.81,136.91260704251977,19.98001450559431,,28971.84423726417,74.97804878048781,2794885.0,1.48,4.50859022140503,36.0,5.68982917037117,83.0555,130.2002612,5.097776831604878,35.148514851485146,-12625.0,0.755,0.716,0.681,0.868,0.0,2.0
Luxembourg,LUX,442.0,2020,2.0236995,1.7923889,1.2124823,1.7359004,1.8381771,1.4974637,0.026,80.0,0.9444444444444444,1.0,1.0,1.0,,0.88,372.2714029436398,25.25506566389976,,53489.33174392858,82.1439024390244,630419.0,1.36,3.85349988937378,33.4,0.775738600406355,98.4596,132.9505076,12.815127716645597,34.45382721036644,6952.0,0.791,0.65,0.838,0.942,1.0,
Madagascar,MDG,450.0,2020,-1.0105065,-1.0530357,-0.50933474,-0.87963384,-0.811572,-0.26320687,0.811,25.0,0.3888888888888889,2.0,3.0,4.0,,0.501,49.0107073664371,9.520728725342511,,1300.542836411424,65.182,28225177.0,3.918,3.25443387031555,,71.6667729243647,15.8196,56.2228538,0.0998399407734449,21.364403575111723,-742.0,0.256,0.52,0.284,0.322,0.0,4.0
Malawi,MWI,454.0,2020,-0.39216423,-0.8182656,-0.11888655,-0.27748027,-0.7850464,0.0026283588,0.644,30.0,0.5324074074074074,2.0,3.0,3.0,,0.545,,11.856609242716656,,1186.6827178733677,63.717,19377061.0,3.995,,,62.9135436521367,22.2466,51.6315658,0.2669445072191288,23.77704709376325,-1775.0,0.467,0.619,0.455,0.527,0.0,6.0
Malaysia,MYS,458.0,2020,0.22858138,1.0222589,0.1258647,0.5731198,0.66661346,-0.15446015,0.418,51.0,0.611111111111111,2.0,4.0,4.0,,0.425,116.78818243763848,10.884671205401892,,24279.315633018203,75.938,33199993.0,1.818,4.51888704299927,,10.4662697193919,89.555,131.6976181,7.592323889947808,58.17695936691523,57483.0,0.305,0.552,0.302,0.694,0.0,
Maldives,MDV,462.0,2020,-0.2854726,-0.09167242,0.3630298,-0.23943523,-0.5885541,-0.30270138,0.481,43.0,,2.0,4.0,5.0,,0.579,,20.11218858678631,,,79.875,514438.0,1.712,5.84760808944702,,8.0434763460844,79.0978,139.513022,3.9825984861149446,2.733333333333333,1134.0,0.433,0.484,0.448,0.667,0.0,
Mali,MLI,466.0,2020,-0.800913,-1.1864053,-2.146352,-0.9490932,-0.67380977,-0.76055807,0.806,30.0,0.2777777777777777,3.0,6.0,5.0,,0.372,66.99057427950409,14.164539862387048,,1638.9304502976336,58.633,21224040.0,6.035,3.95445990562439,,68.0618116242486,28.3043,119.2779414,0.2796545803720686,10.896663634352027,-14978.0,0.234,0.517,0.333,0.557,0.0,4.0
Malta,MLT,470.0,2020,0.3424831,0.99406487,0.998478,0.8837261,1.2101289,1.1185167,0.192,53.0,0.6782407407407408,1.0,2.0,1.0,,0.767,333.00184908893857,23.343122604206705,,29703.76200401182,82.34878048780489,515332.0,1.13,5.6448712348938,31.4,1.08968064091724,86.8588,122.8511054,3.1544712922931235,1.4375,10854.0,0.626,0.68,0.607,0.892,1.0,
Mauritania,MRT,478.0,2020,-0.8154333,-0.83917785,-0.70094997,-0.6039241,-0.89447755,-0.827085,0.838,29.0,,2.0,5.0,5.0,,0.391,86.77616813227412,,,3532.2977351312065,64.532,4498604.0,4.455,1.802649974823,,34.0301855133506,41.0726,129.1269247,0.904347215269448,0.3034830697584166,-1494.0,0.206,0.515,0.266,0.341,0.0,4.0
Mauritius,MUS,480.0,2020,0.44104737,0.8532267,0.8730455,0.8868635,1.1811306,0.70534897,0.49,53.0,,1.0,1.0,2.0,,0.547,85.83054487450822,20.706233464179256,,18445.97490973305,74.1770731707317,1266014.0,1.44,4.35243988037109,,5.31786577156452,67.7329,147.3924126,2.967897669378064,19.414121181772657,-478.0,0.444,0.57,0.454,0.765,0.0,
Mexico,MEX,484.0,2020,-0.9216302,-0.27033868,-0.79145575,-0.6421822,-0.012910045,-0.027388219,0.598,31.0,0.3912037037037037,2.0,3.0,4.0,,0.652,76.87026232562346,13.900394486324627,,15253.691313136262,70.133,125998302.0,1.905,4.50059986114502,44.6,13.1845282703999,71.4902,97.53972081,3.354212662326195,33.79309138609533,-9949.0,0.407,0.541,0.406,0.479,0.0,2.0
Monaco,MCO,492.0,2020,1.2654539,2.0283892,1.1773106,1.3668348,1.3354213,0.6729399,,,,1.0,3.0,1.0,,,,,,,,36922.0,,,,,98.5709,96.10801148,,0.0,206.0,,,,,1.0,
Mongolia,MNG,496.0,2020,-0.49485365,-0.41969207,0.71783656,-0.26942444,-0.10893253,0.37468398,0.708,35.0,0.5416666666666666,1.0,1.0,2.0,,0.636,112.83864762931744,14.145787232581204,,12990.328563230378,72.141,3294335.0,2.9,4.66345500946045,,25.1469912072962,62.5,132.467372,6.534854530580526,9.09965848797644,0.0,0.516,0.432,0.512,0.708,0.0,
Moldova (the Republic of),MDA,498.0,2020,-0.5869981,-0.5336003,-0.3401113,-0.5150056,-0.010916068,-0.056292024,0.543,34.0,0.4166666666666667,2.0,3.0,3.0,,0.654,79.26572211915801,17.90989848949549,,6560.747769686751,70.166,2635130.0,1.77,6.6012601852417,,57.7797144394341,58.2153,110.876909,3.3302721307867165,11.75322187285234,-14278.0,0.524,0.647,0.463,0.734,1.0,
Montenegro,MNE,499.0,2020,-0.04373718,-0.10666595,-0.06119714,-0.040588934,0.42420873,0.041490994,0.535,45.0,,2.0,3.0,3.0,,0.481,87.00601808172063,,,17355.623874323574,75.93170731707318,621306.0,1.75,,35.4,7.50472455615789,77.6088,171.7021595,,61.486988847583646,-1326.0,0.382,0.579,0.409,0.793,1.0,
Morocco,MAR,504.0,2020,-0.40995046,-0.18606566,-0.35952324,-0.18695077,-0.047914837,-0.5929127,0.627,40.0,0.5555555555555555,2.0,5.0,5.0,,0.255,68.84380339043642,20.02211204567224,,7849.207931212453,73.92,36688772.0,2.353,6.28428268432617,,32.0956456387717,84.1204,133.893994,1.8421957540579448,12.866883262379568,-33807.0,0.232,0.435,0.251,0.542,0.0,2.0
Mozambique,MOZ,508.0,2020,-0.78752846,-0.81017447,-1.2831235,-1.0767068,-0.772883,-0.5950908,0.548,25.0,0.4444444444444444,2.0,5.0,4.0,,0.365,99.90614605202936,21.526702936668983,,1076.6940425279995,61.172,31178239.0,4.713,6.64256286621094,,70.7831089071143,17.8299,49.59621356,0.255941331388216,46.72519646990004,11745.0,0.234,0.501,0.254,0.521,1.0,0.0
Oman,OMN,512.0,2020,0.20332709,0.1045036,0.41977954,0.59338564,0.44436467,-1.1435391,0.254,54.0,0.6111111111111112,3.0,6.0,5.0,,0.173,91.87570039779884,,,46133.20980381452,74.757,4543399.0,2.687,6.87769985198975,,5.22765637433249,95.2323,140.0686492,18.04406788838048,0.0080775444264943,-164408.0,0.136,0.379,0.063,0.602,0.0,
Namibia,NAM,516.0,2020,0.2686738,0.05236204,0.51243156,0.33151495,0.0099776,0.5531597,0.284,51.0,0.6111111111111112,1.0,2.0,2.0,,0.646,76.92524240364645,31.205911071425223,,7734.605479768219,62.829,2489098.0,3.349,9.27799892425537,,22.1374944592199,57.8608,116.4327399,1.5506018646111963,8.063865709531271,-4301.0,0.525,0.535,0.478,0.51,1.0,
Nauru,NRU,520.0,2020,0.5992205,0.14249128,0.77800065,-0.103717804,-0.08386765,0.5313925,,,,1.0,2.0,3.0,,,134.94623655913978,44.34683215053764,,,63.437,12315.0,3.571,6.09919404983521,,,81.6554,81.20178644,0.0,0.0,-68.0,,,,,1.0,
Nepal,NPL,524.0,2020,-0.5984858,-0.9851201,-0.17822878,-0.51348656,-0.73524016,-0.08571393,0.67,33.0,,2.0,3.0,4.0,,0.598,40.91886559500954,15.773649731782394,,2832.860944763906,69.246,29348627.0,2.055,4.21106672286987,,62.1569246422929,37.6984,130.203706,0.5101533369857473,41.59072200906871,306664.0,0.475,0.605,0.382,0.585,1.0,4.0
Netherlands (the),NLD,528.0,2020,1.9999832,1.805218,0.8309334,1.7063311,1.7482522,1.5200057,0.02,82.0,0.9444444444444444,1.0,1.0,1.0,,0.865,146.46177796190975,24.373218836704204,,46014.48428690067,81.35853658536585,17441500.0,1.54,5.42381000518799,26.0,2.06878297843275,91.3333,122.8307665,8.157010578218616,10.974160974160974,58816.0,0.813,0.608,0.812,0.9,1.0,3.0
Vanuatu,VUT,548.0,2020,-0.16922608,-0.38405177,0.88216186,0.29890305,-0.37900028,0.64832836,0.374,43.0,,1.0,2.0,2.0,,0.741,62.96638679488035,14.040255792011742,,,70.299,311685.0,3.778,2.17358994483948,,44.6870875539469,64.286,79.00027271,0.6573944848164012,36.28383921246924,-197.0,0.629,0.556,0.586,0.728,1.0,
New Zealand,NZL,554.0,2020,2.1169076,1.5387433,1.4683537,1.8383927,1.874448,1.5974745,0.009,88.0,0.9444444444444444,1.0,1.0,1.0,,0.89,43.98217029683651,,,35853.692992715216,82.25609756097562,5090200.0,1.61,5.65149021148682,,6.0127524243706,95.2342,123.2134933,6.812777494008095,37.57012646690213,38220.0,0.836,0.728,0.762,0.877,1.0,
Nicaragua,NIC,558.0,2020,-1.1803521,-0.6796746,-0.58571947,-1.1987439,-0.679826,-1.0978192,0.939,22.0,0.3333333333333333,3.0,6.0,5.0,,0.22,88.90613555111122,17.071118754750167,,4575.186325096798,71.795,6755895.0,2.349,4.58156108856201,,28.5473421036295,54.8543,88.25160841,0.7134805973153816,28.31585507728104,-10384.0,0.045,0.337,0.028,0.348,1.0,
Niger (the),NER,562.0,2020,-0.66267544,-0.66087866,-1.6672077,-0.5735619,-0.798239,-0.49489546,0.574,32.0,0.3194444444444444,2.0,4.0,4.0,,0.547,35.51299065708412,,,962.7822900384816,61.451,24333639.0,6.892,3.81920099258423,,71.4426047404916,13.8406,58.5157033,0.0976467186021786,0.8523723059919476,-4403.0,0.4,0.6,0.507,0.605,1.0,7.0
Nigeria,NGA,566.0,2020,-1.1185671,-1.143787,-1.8920146,-0.8420421,-1.0244343,-0.581087,0.923,25.0,0.3194444444444444,2.0,4.0,5.0,,0.523,,,,4976.322358449507,52.887,208327405.0,5.309,0.359637647867203,,38.7829189596075,31.8888,98.03255552,0.5571676947639222,23.745786532274888,-4824.0,0.357,0.613,0.355,0.499,0.0,7.0
Norway,NOR,578.0,2020,2.0657692,1.8877723,1.2216058,1.9299217,1.6942697,1.7202271,0.01,84.0,0.9444444444444444,1.0,1.0,1.0,,0.88,65.35397904133234,21.25318677191741,,83543.09832942951,83.20975609756097,5379475.0,1.48,8.3728199005127,,2.11652310240655,94.6076,108.285471,8.060433406605663,33.43535967717584,10756.0,0.831,0.655,0.852,0.961,1.0,2.0
Micronesia (Federated States of),FSM,583.0,2020,0.8749029,0.35718504,1.115464,0.19041826,-0.8913458,1.1271659,,,,1.0,1.0,1.0,,,85.51682795698925,7.048216397849462,,,70.674,112106.0,2.754,10.5389995574951,,,39.3833,19.62428416,0.0,92.02857142857144,-635.0,,,,,0.0,
Marshall Islands,MHL,,2020,0.46727896,0.11366551,0.9824132,0.59727955,-0.6709875,1.1310753,,,,1.0,1.0,1.0,,,108.29223620657946,17.23024000645966,,,64.977,43413.0,2.777,,,,71.2288,36.85447091,0.0,52.22222222222223,-1901.0,,,,,0.0,
Palau,PLW,585.0,2020,0.5992205,0.38580775,1.1660967,0.6850128,0.5474889,1.0778075,,,,1.0,1.0,1.0,,,106.34301769342976,17.92945651236608,,,,17972.0,0.85,3.47118067741394,,,,133.5410639,71.01046071667038,90.02173913043478,7.0,,,,,0.0,
Pakistan,PAK,586.0,2020,-0.85743827,-0.57112867,-1.7926949,-0.7129385,-0.7647659,-0.87773764,0.893,31.0,0.4444444444444444,2.0,5.0,5.0,,0.387,26.716280459429782,,,5242.695082296415,66.269,227196741.0,3.555,2.05718231201172,,38.0139694214055,18.9348,77.3005648,0.8537129500462334,4.833307388958074,-588736.0,0.258,0.555,0.33,0.247,0.0,4.0
Panama,PAN,591.0,2020,-0.5841615,0.16464736,0.23550338,-0.28495502,0.32271138,0.5739753,0.512,35.0,0.4444444444444444,1.0,2.0,2.0,,0.735,67.41311956162559,8.046183518428572,,18840.739095054367,76.657,4294396.0,2.344,4.30284023284912,,14.0616355118736,72.61,142.2454753,2.2347962321127346,56.80560798058776,5473.0,0.554,0.545,0.566,0.548,1.0,
Papua New Guinea,PNG,598.0,2020,-0.59679717,-0.8301728,-0.65338653,-0.70991844,-0.68394744,0.032394487,0.682,27.0,0.4606481481481481,2.0,4.0,3.0,,0.455,,11.879196873740533,,,65.787,9749640.0,3.274,1.49800002574921,,19.3210343645216,24.3969,49.41720925,0.4561809461682688,79.17625756304376,10695.0,0.354,0.527,0.283,0.453,0.0,
Paraguay,PRY,600.0,2020,-0.8578881,-0.56520766,0.016717767,-0.42782652,-0.1396623,0.046246175,0.765,28.0,0.3680555555555555,2.0,3.0,3.0,,0.583,62.76021747485606,9.515000130607207,,8603.078968662478,73.182,6618695.0,2.497,3.93615007400513,43.5,21.2745048333115,73.9575,118.8308269,1.2022762795384891,40.52922225018877,-8230.0,0.423,0.549,0.359,0.296,1.0,
Peru,PER,604.0,2020,-0.5246369,-0.29428005,-0.35772294,-0.38284352,0.47126418,0.24640527,0.541,38.0,0.5416666666666666,2.0,3.0,3.0,,0.818,44.24596719774405,13.2210909618819,,11136.991090246232,73.665,33304756.0,2.216,4.25937986373901,43.7,33.655726412764,65.2518,118.176464,1.4277180112053665,56.5081015625,79456.0,0.711,0.693,0.611,0.579,1.0,2.0
Philippines (the),PHL,608.0,2020,-0.5106583,0.06781238,-0.7787043,-0.6520701,0.11315668,-0.10620424,0.724,34.0,0.5277777777777778,2.0,3.0,4.0,,0.426,58.16956030222815,13.950985707377184,,7624.413564948383,72.119,112190977.0,2.777,3.85829043388367,,24.769468625484,53.7649,133.3257005,1.2182708775234214,24.10903176040513,-41937.0,0.284,0.589,0.364,0.307,0.0,0.0
Poland,POL,616.0,2020,0.6186716,0.32419512,0.4916195,0.5247494,0.85068196,0.61537474,0.128,56.0,0.6111111111111112,1.0,2.0,2.0,,0.613,100.32421143770382,17.477815536140227,,28577.141385891355,76.5,37899070.0,1.39,4.85265016555786,28.5,9.59175502544167,83.1849,128.4226449,7.819015084011296,30.977035899781143,-779.0,0.449,0.581,0.401,0.859,1.0,
Portugal,PRT,620.0,2020,0.72114635,0.97960114,1.0087311,1.1566806,0.82206917,1.2553002,0.125,61.0,0.75,1.0,1.0,1.0,,0.886,76.23748846486305,21.47864854946137,,25700.28384167499,80.97560975609757,10297081.0,1.41,4.87656021118164,34.7,5.3607558070113,78.2617,115.078977,3.9623267992162057,36.15499489114202,40535.0,0.808,0.619,0.809,0.879,1.0,4.0
Guinea-Bissau,GNB,624.0,2020,-1.363286,-1.4656149,-0.72167647,-1.4002874,-1.2862264,-0.45560172,0.836,19.0,0.4166666666666667,2.0,5.0,4.0,,0.535,54.80245484576086,,,1531.309512560488,59.999,2015828.0,4.094,,,51.1843361384782,28.1686,94.94153271,0.1532868875717571,70.41287339971551,-1394.0,0.341,0.354,0.262,0.439,1.0,
Timor-Leste,TLS,626.0,2020,-0.3392629,-0.75588435,0.19739662,-1.1996144,-0.76364076,0.36991474,0.3,40.0,,1.0,2.0,3.0,,0.668,84.75031110423879,12.6427117196592,,,68.475,1299995.0,3.247,3.65287351608276,,42.4550935096796,32.0127,105.9938692,0.4167708337339758,61.94351042367183,-3506.0,0.486,0.516,0.459,0.553,1.0,
Qatar,QAT,634.0,2020,0.7549168,0.86706764,0.66960603,0.9806746,0.84167933,-1.287029,0.374,63.0,0.638888888888889,3.0,6.0,5.0,,0.039,90.01909488331022,,,143118.52374306676,79.099,2760385.0,1.816,3.2336699962616,,1.35425450945327,99.6528,137.6081235,36.93071799767062,0.0,-163999.0,0.086,0.061,0.093,0.448,0.0,
Romania,ROU,642.0,2020,-0.098599784,-0.28694445,0.5089504,0.36868992,0.34621754,0.58511823,0.358,44.0,0.4166666666666667,1.0,2.0,2.0,,0.801,78.05911337899408,13.849100166341625,,24799.711832890163,74.25365853658539,19265250.0,1.8,3.58926010131836,34.6,20.5051019691071,78.4553,116.1812357,3.915095833171124,30.115829276773297,-12724.0,0.663,0.716,0.476,0.709,1.0,4.0
Russian Federation (the),RUS,643.0,2020,-0.93056834,-0.11108874,-0.6674074,-0.80521035,-0.48384702,-1.0711082,0.718,30.0,0.4166666666666667,3.0,7.0,6.0,,0.258,45.966908202912734,10.799118691487218,,24625.384368269115,71.3387804878049,145245148.0,1.505,4.01641845703125,33.7,6.00081276256095,84.9947,163.5893357,12.318837666095394,49.784336078872215,340711.0,0.099,0.473,0.121,0.533,0.0,4.0
Rwanda,RWA,646.0,2020,0.52783656,0.27377528,0.06945648,0.07577612,-0.0003599748,-1.0918152,0.366,54.0,,3.0,6.0,6.0,,0.228,55.18795124783325,15.074468440121343,,1935.2662175115968,66.774,13146362.0,3.873,3.33394289016724,,50.142419562221,23.8,80.74026868,0.1096501070029868,11.187677340899878,-1579.0,0.117,0.512,0.213,0.622,1.0,5.0
Saint Kitts and Nevis,KNA,659.0,2020,0.3407693,0.63264924,0.92957884,0.482425,0.51462924,0.8115405,,,,1.0,2.0,1.0,,,,15.042382646369926,,,71.627,47642.0,1.55,3.10357975959778,,,70.2753,131.2392427,2.1325721002476805,42.30769230769231,-191.0,,,,,0.0,
Saint Lucia,LCA,662.0,2020,0.5402529,0.30711788,0.86473113,0.66091573,0.3721134,0.8721289,,56.0,,1.0,1.0,1.0,,,,,,8164.906432742802,73.416,179237.0,1.411,3.62086009979248,,7.61873906563857,75.8162,81.41789921,1.416560196834359,34.04918032786885,0.0,,,,,0.0,
